sk_megn,sk_type,sk_poz,sk_desc,sk_order,sk_pic,sk_lvl,sk_pre,sk_form,sk_pars,sk_maxpars,sk_mana,sk_charge,sk_coold,sk_range,sk_lasting,sk_honor,bango_key,bango_definition_ordinal,bango_limit_json,bango_action_json,bango_level_json,bango_grade_json,bango_maxlevel_json,bango_type_json,bango_property_json,bango_parameters_json,bango_parameter_rpn_json,bango_compares_json,bango_mana_rpn_json,bango_range_rpn_json,bango_cast_ms_rpn_json,bango_cooldown_ms_rpn_json,bango_compare_label_status_json,bango_conditions_json,bango_record_json,provenance,source_file,source_line
占쌀바댐옙,,,占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙,,,,,,,,,,,,,,monster-120,1,"[""monster""]","[""120""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-120""],[""name"",""占쌀바댐옙""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙""],[""limit"",""monster""],[""action"",""120""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6517
占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 짝占쏙옙,,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-121,1,"[""monster""]","[""121""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-121""],[""name"",""占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 짝占쏙옙""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""121""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6519
占쏙옙占쏙옙占쏙옙 칼占쏙옙,,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-122,1,"[""monster""]","[""122""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-122""],[""name"",""占쏙옙占쏙옙占쏙옙 칼占쏙옙""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""122""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6520
占싣몌옙占쌓띰옙,,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-123,1,"[""monster""]","[""123""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-123""],[""name"",""占싣몌옙占쌓띰옙""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""123""],[""motion"",""0"",""5"",""none""]]",bango-file,jobsystem.dat,6521
占쏙옙占쏙옙,,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\xbd?,,,,,,,,,,,,,,monster-124,1,"[""monster""]","[""124""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-124""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\\xbd?""],[""limit"",""monster""],[""action"",""124""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6523
占쏙옙호占쏙옙 占쏙옙환,,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\xbd?,,,,,,,,,,,,,,monster-125,1,"[""monster""]","[""125""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-125""],[""name"",""占쏙옙호占쏙옙 占쏙옙환""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\\xbd?""],[""limit"",""monster""],[""action"",""125""],[""motion"",""2"",""3"",""none""]]",bango-file,jobsystem.dat,6524
"占쏙옙占쏙옙占\xbd?-占싱쇽옙, 회占쏙옙",,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\xbd?,,,,,,,,,,,,,,monster-126,1,"[""monster""]","[""126""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-126""],[""name"",""占쏙옙占쏙옙占\\xbd?-占싱쇽옙, 회占쏙옙""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\\xbd?""],[""limit"",""monster""],[""action"",""126""],[""motion"",""6"",""7"",""none""]]",bango-file,jobsystem.dat,6525
占쏙옙占쏙옙占쏙옙 占쏙옙환,,,占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\xbd?,,,,,,,,,,,,,,monster-127,1,"[""monster""]","[""127""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-127""],[""name"",""占쏙옙占쏙옙占쏙옙 占쏙옙환""],[""desc"",""占싹띰옙占싱억옙 占쏙옙환占쏙옙-占쏙옙占쏙옙占\\xbd?""],[""limit"",""monster""],[""action"",""127""],[""motion"",""4"",""5"",""none""]]",bango-file,jobsystem.dat,6526
占쏙옙화,,,占싹띰옙占싱억옙占쏙옙 占쏙옙혼,,,,,,,,,,,,,,monster-128,1,"[""monster""]","[""128""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-128""],[""name"",""占쏙옙화""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙혼""],[""limit"",""monster""],[""action"",""128""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6528
占쏙옙환,,,占싹띰옙占싱억옙占쏙옙 占쏙옙혼,,,,,,,,,,,,,,monster-129,1,"[""monster""]","[""129""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-129""],[""name"",""占쏙옙환""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙혼""],[""limit"",""monster""],[""action"",""129""],[""motion"",""2"",""3"",""none""]]",bango-file,jobsystem.dat,6529
占쏙옙호占쏙옙,,,占싹띰옙占싱억옙占쏙옙 占쏙옙혼,,,,,,,,,,,,,,monster-130,1,"[""monster""]","[""130""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-130""],[""name"",""占쏙옙호占쏙옙""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙혼""],[""limit"",""monster""],[""action"",""130""],[""motion"",""4"",""5"",""none""]]",bango-file,jobsystem.dat,6530
占쏙옙占쏙옙 占쏙옙화(占쏙옙占쏙옙),,,占싹띰옙占싱억옙占쏙옙 占쏙옙혼,,,,,,,,,,,,,,monster-131,1,"[""monster""]","[""131""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-131""],[""name"",""占쏙옙占쏙옙 占쏙옙화(占쏙옙占쏙옙)""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙혼""],[""limit"",""monster""],[""action"",""131""],[""motion"",""0"",""6"",""none""]]",bango-file,jobsystem.dat,6531
占쏙옙占쏙옙 占쏙옙화(占쏙옙占\xbd?),,,占싹띰옙占싱억옙占쏙옙 占쏙옙혼,,,,,,,,,,,,,,monster-132,1,"[""monster""]","[""132""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-132""],[""name"",""占쏙옙占쏙옙 占쏙옙화(占쏙옙占\\xbd?)""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙혼""],[""limit"",""monster""],[""action"",""132""],[""motion"",""0"",""7"",""none""]]",bango-file,jobsystem.dat,6532
占쎌슨 칼占쏙옙,,,회占쏙옙 칼占쏙옙,,,,,,,,,,,,,,monster-134,1,"[""monster""]","[""134""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-134""],[""name"",""占쎌슨 칼占쏙옙""],[""desc"",""회占쏙옙 칼占쏙옙""],[""limit"",""monster""],[""action"",""134""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6534
占쏙옙占쏙옙 占쏙옙占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-135,1,"[""monster""]","[""135""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-135""],[""name"",""占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""135""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6535
占쏙옙占쏙옙占\xbd?,,,占쏙옙占쏙옙占\xbd? 占쏙옙혼,,,,,,,,,,,,,,monster-136,1,"[""monster""]","[""136""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-136""],[""name"",""占쏙옙占쏙옙占\\xbd?""],[""desc"",""占쏙옙占쏙옙占\\xbd? 占쏙옙혼""],[""limit"",""monster""],[""action"",""136""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6536
占쏙옙철화占쏙옙,,,占쏙옙占\xbd? 화占쏙옙,,,,,,,,,,,,,,monster-137,1,"[""monster""]","[""137""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-137""],[""name"",""占쏙옙철화占쏙옙""],[""desc"",""占쏙옙占\\xbd? 화占쏙옙""],[""limit"",""monster""],[""action"",""137""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6537
화占쏙옙 占싻삼옙,,,占쏙옙占쏙옙 화占쏙옙,,,,,,,,,,,,,,monster-138,1,"[""monster""]","[""138""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-138""],[""name"",""화占쏙옙 占싻삼옙""],[""desc"",""占쏙옙占쏙옙 화占쏙옙""],[""limit"",""monster""],[""action"",""138""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6538
화占쏙옙 占싻쇽옙,,,화占쏙옙 占싻쇽옙,,,,,,,,,,,,,,monster-139,1,"[""monster""]","[""139""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-139""],[""name"",""화占쏙옙 占싻쇽옙""],[""desc"",""화占쏙옙 占싻쇽옙""],[""limit"",""monster""],[""action"",""139""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6539
占쏙옙占쏙옙 占싻쇽옙,,,占쏙옙占쏙옙 占싻쇽옙,,,,,,,,,,,,,,monster-140,1,"[""monster""]","[""140""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-140""],[""name"",""占쏙옙占쏙옙 占싻쇽옙""],[""desc"",""占쏙옙占쏙옙 占싻쇽옙""],[""limit"",""monster""],[""action"",""140""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6540
占쏙옙占쏙옙 占싻쇽옙,,,占쏙옙占쏙옙 占싻쇽옙,,,,,,,,,,,,,,monster-141,1,"[""monster""]","[""141""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-141""],[""name"",""占쏙옙占쏙옙 占싻쇽옙""],[""desc"",""占쏙옙占쏙옙 占싻쇽옙""],[""limit"",""monster""],[""action"",""141""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6541
占쏙옙치 占싱듸옙,,,占쏙옙치 占싱듸옙占쏙옙,,,,,,,,,,,,,,monster-142,1,"[""monster""]","[""142""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-142""],[""name"",""占쏙옙치 占싱듸옙""],[""desc"",""占쏙옙치 占싱듸옙占쏙옙""],[""limit"",""monster""],[""action"",""142""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6542
占쏙옙占싶쇽옙환,,,占쏙옙환占쏙옙,,,,,,,,,,,,,,monster-143,1,"[""monster""]","[""143""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-143""],[""name"",""占쏙옙占싶쇽옙환""],[""desc"",""占쏙옙환占쏙옙""],[""limit"",""monster""],[""action"",""143""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6543
占쏙옙占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-144,1,"[""monster""]","[""144""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-144""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""144""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6544
占식욕감占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-145,1,"[""monster""]","[""145""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-145""],[""name"",""占식욕감占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""145""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6545
占쏙옙占쏙옙占쌀바댐옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-146,1,"[""monster""]","[""146""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-146""],[""name"",""占쏙옙占쏙옙占쌀바댐옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""146""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6546
占쏙옙占쏙옙,,,占쏙옙占\xbd? 占쌔곤옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-155,1,"[""monster""]","[""155""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-155""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占쏙옙占\\xbd? 占쌔곤옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""155""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6550
占쏙옙占\xbd?,,,占쏙옙占\xbd? 占쌔곤옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-156,1,"[""monster""]","[""156""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-156""],[""name"",""占쏙옙占\\xbd?""],[""desc"",""占쏙옙占\\xbd? 占쌔곤옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""156""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6553
占쏙옙占쏙림,,,占쏙옙占\xbd? 占쌔곤옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-157,1,"[""monster""]","[""157""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-157""],[""name"",""占쏙옙占쏙림""],[""desc"",""占쏙옙占\\xbd? 占쌔곤옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""157""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6554
占쏙옙占쏙옙占\xbd? 占쏙옙占쏙옙,,,占쏙옙占\xbd? 占쏙옙占싱쏙옙,,,,,,,,,,,,,,monster-158,1,"[""monster""]","[""158""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-158""],[""name"",""占쏙옙占쏙옙占\\xbd? 占쏙옙占쏙옙""],[""desc"",""占쏙옙占\\xbd? 占쏙옙占싱쏙옙""],[""limit"",""monster""],[""action"",""158""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6557
占쏙옙占쏙옙,,,占쏙옙占\xbd? 占쏙옙占싱쏙옙,,,,,,,,,,,,,,monster-159,1,"[""monster""]","[""159""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-159""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占쏙옙占\\xbd? 占쏙옙占싱쏙옙""],[""limit"",""monster""],[""action"",""159""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6558
占쏙옙占쏙옙화,,,占쏙옙친 占쏙옙占쏙옙占쏙옙 占쎈역占쏙옙,,,,,,,,,,,,,,monster-160,1,"[""monster""]","[""160""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-160""],[""name"",""占쏙옙占쏙옙화""],[""desc"",""占쏙옙친 占쏙옙占쏙옙占쏙옙 占쎈역占쏙옙""],[""limit"",""monster""],[""action"",""160""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6561
占쏙옙占쏙옙占쏙옙占쏙옙,,,占쏙옙화占쏙옙 占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-161,1,"[""monster""]","[""161""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-161""],[""name"",""占쏙옙占쏙옙占쏙옙占쏙옙""],[""desc"",""占쏙옙화占쏙옙 占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""161""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6564
占썸돌,,,占쏙옙占쏙옙占\xbd?,,,,,,,,,,,,,,monster-162,1,"[""monster""]","[""162""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-162""],[""name"",""占썸돌""],[""desc"",""占쏙옙占쏙옙占\\xbd?""],[""limit"",""monster""],[""action"",""162""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6567
占쎌갗占쏙옙占쏙옙,,,占쏙옙占쏙옙,,,,,,,,,,,,,,monster-163,1,"[""monster""]","[""163""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-163""],[""name"",""占쎌갗占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""163""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6570
占싱삼옙 占싹곤옙,,,占쏙옙,,,,,,,,,,,,,,monster-164,1,"[""monster""]","[""164""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-164""],[""name"",""占싱삼옙 占싹곤옙""],[""desc"",""占쏙옙""],[""limit"",""monster""],[""action"",""164""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6573
占쏙옙침,,,占쏙옙占쏙옙,,,,,,,,,,,,,,monster-165,1,"[""monster""]","[""165""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-165""],[""name"",""占쏙옙침""],[""desc"",""占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""165""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6576
占쌍몌옙,,,占쏙옙占쏙옙占쏙옙 占쌍쇽옙占쏙옙,,,,,,,,,,,,,,monster-166,1,"[""monster""]","[""166""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-166""],[""name"",""占쌍몌옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쌍쇽옙占쏙옙""],[""limit"",""monster""],[""action"",""166""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6579
占쏙옙占쏙옙占쏙옙,,,占쏙옙화占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-167,1,"[""monster""]","[""167""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-167""],[""name"",""占쏙옙占쏙옙占쏙옙""],[""desc"",""占쏙옙화占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""167""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6582
占쌨쇽옙 占싹곤옙,,,占쏙옙화占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-168,1,"[""monster""]","[""168""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-168""],[""name"",""占쌨쇽옙 占싹곤옙""],[""desc"",""占쏙옙화占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""168""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6583
占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,,,占쏙옙占쏙옙 占쌍쇽옙占쏙옙,,,,,,,,,,,,,,monster-169,1,"[""monster""]","[""169""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-169""],[""name"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙 占쌍쇽옙占쏙옙""],[""limit"",""monster""],[""action"",""169""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6586
占쏙옙占쏙옙 占쏘르占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-170,1,"[""monster""]","[""170""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-170""],[""name"",""占쏙옙占쏙옙 占쏘르占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""170""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6589
占쏙옙占쏙옙화,,,占쏙옙,,,,,,,,,,,,,,monster-171,1,"[""monster""]","[""171""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-171""],[""name"",""占쏙옙占쏙옙화""],[""desc"",""占쏙옙""],[""limit"",""monster""],[""action"",""171""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6592
홀占쏙옙占쏙옙,,,처占쏙옙枯占\xbd?,,,,,,,,,,,,,,monster-172,1,"[""monster""]","[""172""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-172""],[""name"",""홀占쏙옙占쏙옙""],[""desc"",""처占쏙옙枯占\\xbd?""],[""limit"",""monster""],[""action"",""172""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6595
占쏙옙占쏙옙占쏙옙 占싹곤옙,,,占쌤다몌옙 占싶쏙옙,,,,,,,,,,,,,,monster-173,1,"[""monster""]","[""173""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-173""],[""name"",""占쏙옙占쏙옙占쏙옙 占싹곤옙""],[""desc"",""占쌤다몌옙 占싶쏙옙""],[""limit"",""monster""],[""action"",""173""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6597
占싫몌옙 占쏙옙타,,,占쏙옙占쏙옙占쏙옙티(占쏙옙占싱억옙트),,,,,,,,,,,,,,monster-174,1,"[""monster""]","[""174""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-174""],[""name"",""占싫몌옙 占쏙옙타""],[""desc"",""占쏙옙占쏙옙占쏙옙티(占쏙옙占싱억옙트)""],[""limit"",""monster""],[""action"",""174""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6599
占쏙옙占쏙옙 占쏙옙占\xbd?,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-175,1,"[""monster""]","[""175""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-175""],[""name"",""占쏙옙占쏙옙 占쏙옙占\\xbd?""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""175""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6602
占쏙옙占쏙옙 占쏙옙환,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-176,1,"[""monster""]","[""176""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-176""],[""name"",""占쏙옙占쏙옙 占쏙옙환""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""176""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6603
占쏙옙占쏙옙풍,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-177,1,"[""monster""]","[""177""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-177""],[""name"",""占쏙옙占쏙옙풍""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""177""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6604
占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙,,,,,,,,,,,,,,monster-178,1,"[""monster""]","[""178""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-178""],[""name"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""178""],[""motion"",""7"",""8"",""none""]]",bango-file,jobsystem.dat,6605
占쏙옙환占쏙옙 占쏙옙환,,,占쏙옙占쏙옙占쏙옙티(占쏙옙占쏙옙占쏙옙),,,,,,,,,,,,,,monster-179,1,"[""monster""]","[""179""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-179""],[""name"",""占쏙옙환占쏙옙 占쏙옙환""],[""desc"",""占쏙옙占쏙옙占쏙옙티(占쏙옙占쏙옙占쏙옙)""],[""limit"",""monster""],[""action"",""179""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6608
占쏙옙占쏙옙占쏙옙 占쏙옙(占쏙옙),,,占쏙옙占쏙옙占쏙옙 占실귀놂옙,,,,,,,,,,,,,,monster-180,1,"[""monster""]","[""180""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-180""],[""name"",""占쏙옙占쏙옙占쏙옙 占쏙옙(占쏙옙)""],[""desc"",""占쏙옙占쏙옙占쏙옙 占실귀놂옙""],[""limit"",""monster""],[""action"",""180""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6611
