ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d,bango_name_id,bango_description,bango_image,bango_action_json,bango_class_json,bango_code_json,bango_country_json,bango_limit_json,bango_sell,bango_endurance,bango_specialty_json,bango_record_json,provenance,source_file,source_line
701,,G53,Mage,,Diamond Stick of Pain,53,,0,,,,2010,,Wea080,"[""8"",""2""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""53""]",198900,30,"[""specialty"",[""aspeed"",""1000""],[""Int"",""4""],[""Attack"",""131"",""141""],[""Magic"",""170"",""260""],[""mp"",""200""],[""hit"",""62""]]","[""item"",[""name"",""2010""],[""Index"",""701""],[""Image"",""Wea080""],[""Action"",""8"",""2""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""mage"",""53""],[""range"",""18""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1000""],[""Int"",""4""],[""Attack"",""131"",""141""],[""Magic"",""170"",""260""],[""mp"",""200""],[""hit"",""62""]]]",bango-file,inititem.dat,2033
702,,G53,Mage,,Diamond Stick of Phantom,53,,0,,,,2011,,Wea081,"[""8"",""3""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""53""]",198900,30,"[""specialty"",[""aspeed"",""1000""],[""Wis"",""8""],[""Dex"",""3""],[""Attack"",""105"",""115""],[""Magic"",""120"",""200""],[""mp"",""150""],[""hit"",""66""]]","[""item"",[""name"",""2011""],[""Index"",""702""],[""Image"",""Wea081""],[""Action"",""8"",""3""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""mage"",""53""],[""range"",""18""],[""buy"",""0""],[""sell"",""198900""],[""endurance"",""30""],[""maxprotect"",""120""],[""specialty"",[""aspeed"",""1000""],[""Wis"",""8""],[""Dex"",""3""],[""Attack"",""105"",""115""],[""Magic"",""120"",""200""],[""mp"",""150""],[""hit"",""66""]]]",bango-file,inititem.dat,2036
703,,G56,Knight,,Ancient Treasure Sword,56,,0,,,,2012,,wea094,"[""13"",""1""]","[""weapon"",""sword""]","[""1"",""1"",""1"",""1""]","[""2""]","[""Knight"",""56""]",397800,32,"[""specialty"",[""aspeed"",""700""],[""Str"",""2""],[""Hth"",""2""],[""Dex"",""1""],[""Attack"",""187"",""227""],[""hp"",""250""],[""hit"",""76""]]","[""item"",[""name"",""2012""],[""Index"",""703""],[""Image"",""wea094""],[""Action"",""13"",""1""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""30""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""700""],[""Str"",""2""],[""Hth"",""2""],[""Dex"",""1""],[""Attack"",""187"",""227""],[""hp"",""250""],[""hit"",""76""]]]",bango-file,inititem.dat,2039
704,,G56,Knight,,General's Treasure Sword,56,,0,,,,2013,,wea095,"[""13"",""2""]","[""weapon"",""sword""]","[""1"",""1"",""1"",""1""]","[""2""]","[""Knight"",""56""]",397800,32,"[""specialty"",[""aspeed"",""700""],[""Str"",""4""],[""Hth"",""1""],[""Attack"",""202"",""242""],[""hp"",""200""],[""hit"",""73""]]","[""item"",[""name"",""2013""],[""Index"",""704""],[""Image"",""wea095""],[""Action"",""13"",""2""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""30""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""700""],[""Str"",""4""],[""Hth"",""1""],[""Attack"",""202"",""242""],[""hp"",""200""],[""hit"",""73""]]]",bango-file,inititem.dat,2042
705,,G56,Knight,,Ancient Dynasty's Treasure Sword,56,,0,,,,2014,,wea096,"[""13"",""3""]","[""weapon"",""sword""]","[""1"",""1"",""1"",""1""]","[""2""]","[""Knight"",""56""]",397800,32,"[""specialty"",[""aspeed"",""700""],[""Str"",""1""],[""Hth"",""2""],[""Wis"",""1""],[""Dex"",""2""],[""Attack"",""172"",""212""],[""hp"",""150""],[""mp"",""50""],[""hit"",""79""]]","[""item"",[""name"",""2014""],[""Index"",""705""],[""Image"",""wea096""],[""Action"",""13"",""3""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""30""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""700""],[""Str"",""1""],[""Hth"",""2""],[""Wis"",""1""],[""Dex"",""2""],[""Attack"",""172"",""212""],[""hp"",""150""],[""mp"",""50""],[""hit"",""79""]]]",bango-file,inititem.dat,2045
706,,G56,Knight,,Ancient Giant Sword,56,,0,,,,2015,,wea103,"[""14"",""1""]","[""weapon"",""sword2h""]","[""1"",""2"",""1"",""1""]","[""2""]","[""Knight"",""56""]",397800,32,"[""specialty"",[""aspeed"",""1400""],[""Str"",""4""],[""Dex"",""1""],[""Attack"",""430"",""490""],[""hp"",""200""],[""hit"",""76""]]","[""item"",[""name"",""2015""],[""Index"",""706""],[""Image"",""wea103""],[""Action"",""14"",""1""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""32""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1400""],[""Str"",""4""],[""Dex"",""1""],[""Attack"",""430"",""490""],[""hp"",""200""],[""hit"",""76""]]]",bango-file,inititem.dat,2048
707,,G56,Knight,,General's Giant Sword,56,,0,,,,2016,,wea104,"[""14"",""2""]","[""weapon"",""sword2h""]","[""1"",""2"",""1"",""1""]","[""2""]","[""Knight"",""56""]",397800,32,"[""specialty"",[""aspeed"",""1400""],[""Str"",""6""],[""Attack"",""470"",""530""],[""hp"",""150""],[""hit"",""71""]]","[""item"",[""name"",""2016""],[""Index"",""707""],[""Image"",""wea104""],[""Action"",""14"",""2""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""32""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1400""],[""Str"",""6""],[""Attack"",""470"",""530""],[""hp"",""150""],[""hit"",""71""]]]",bango-file,inititem.dat,2051
708,,G56,Knight,,Ancient Dynasty's Giant Sword,56,,0,,,,2017,,wea105,"[""14"",""3""]","[""weapon"",""sword2h""]","[""1"",""2"",""1"",""1""]","[""2""]","[""Knight"",""56""]",397800,32,"[""specialty"",[""aspeed"",""1400""],[""Str"",""3""],[""Wis"",""1""],[""Dex"",""1""],[""Attack"",""410"",""470""],[""hp"",""150""],[""mp"",""50""],[""hit"",""77""]]","[""item"",[""name"",""2017""],[""Index"",""708""],[""Image"",""wea105""],[""Action"",""14"",""3""],[""class"",""weapon"",""sword2h""],[""code"",""1"",""2"",""1"",""1""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""range"",""32""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""32""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1400""],[""Str"",""3""],[""Wis"",""1""],[""Dex"",""1""],[""Attack"",""410"",""470""],[""hp"",""150""],[""mp"",""50""],[""hit"",""77""]]]",bango-file,inititem.dat,2054
709,,G56,Archer,,Ancient Tribal Mac's Bow,56,,0,,,,2018,,wea097,"[""10"",""1""]","[""weapon"",""bow""]","[""1"",""2"",""2"",""2""]","[""2""]","[""archer"",""56""]",397800,30,"[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""4""],[""Attack"",""157"",""217""],[""hp"",""200""],[""hit"",""74""]]","[""item"",[""name"",""2018""],[""Index"",""709""],[""Image"",""wea097""],[""Action"",""10"",""1""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""archer"",""56""],[""range"",""176""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""4""],[""Attack"",""157"",""217""],[""hp"",""200""],[""hit"",""74""]]]",bango-file,inititem.dat,2057
710,,G56,Archer,,General of Ancient Tribal Mac's Bow,56,,0,,,,2019,,wea098,"[""10"",""2""]","[""weapon"",""bow""]","[""1"",""2"",""2"",""2""]","[""2""]","[""archer"",""56""]",397800,30,"[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""4""],[""Attack"",""172"",""232""],[""hp"",""150""],[""mp"",""50""],[""hit"",""72""]]","[""item"",[""name"",""2019""],[""Index"",""710""],[""Image"",""wea098""],[""Action"",""10"",""2""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""archer"",""56""],[""range"",""176""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""800""],[""Str"",""1""],[""Dex"",""4""],[""Attack"",""172"",""232""],[""hp"",""150""],[""mp"",""50""],[""hit"",""72""]]]",bango-file,inititem.dat,2060
711,,G56,Archer,,Ancient Dynasty of Tribal Mac's Bow,56,,0,,,,2020,,wea099,"[""10"",""3""]","[""weapon"",""bow""]","[""1"",""2"",""2"",""2""]","[""2""]","[""archer"",""56""]",397800,30,"[""specialty"",[""aspeed"",""800""],[""Dex"",""5""],[""Attack"",""142"",""202""],[""hp"",""150""],[""hit"",""76""]]","[""item"",[""name"",""2020""],[""Index"",""711""],[""Image"",""wea099""],[""Action"",""10"",""3""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""archer"",""56""],[""range"",""176""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""800""],[""Dex"",""5""],[""Attack"",""142"",""202""],[""hp"",""150""],[""hit"",""76""]]]",bango-file,inititem.dat,2063
712,,G56,Mage,,Ancient Stick,56,,0,,,,2021,,wea100,"[""10"",""1""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""56""]",397800,30,"[""specialty"",[""aspeed"",""1000""],[""Int"",""4""],[""Wis"",""1""],[""Attack"",""135"",""145""],[""Magic"",""200"",""280""],[""hp"",""200""],[""hit"",""66""]]","[""item"",[""name"",""2021""],[""Index"",""712""],[""Image"",""wea100""],[""Action"",""10"",""1""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""mage"",""56""],[""range"",""18""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1000""],[""Int"",""4""],[""Wis"",""1""],[""Attack"",""135"",""145""],[""Magic"",""200"",""280""],[""hp"",""200""],[""hit"",""66""]]]",bango-file,inititem.dat,2066
713,,G56,Mage,,General's Stick,56,,0,,,,2022,,wea101,"[""10"",""2""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""56""]",397800,30,"[""specialty"",[""aspeed"",""1000""],[""Int"",""5""],[""Attack"",""150"",""160""],[""Magic"",""220"",""300""],[""mp"",""250""],[""hit"",""64""]]","[""item"",[""name"",""2022""],[""Index"",""713""],[""Image"",""wea101""],[""Action"",""10"",""2""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""mage"",""56""],[""range"",""18""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1000""],[""Int"",""5""],[""Attack"",""150"",""160""],[""Magic"",""220"",""300""],[""mp"",""250""],[""hit"",""64""]]]",bango-file,inititem.dat,2069
714,,G56,Mage,,Ancient Dynasty's Stick,56,,0,,,,2023,,wea102,"[""10"",""3""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""56""]",397800,30,"[""specialty"",[""aspeed"",""1000""],[""Wis"",""9""],[""Dex"",""4""],[""Attack"",""120"",""130""],[""Magic"",""160"",""240""],[""mp"",""200""],[""hit"",""68""]]","[""item"",[""name"",""2023""],[""Index"",""714""],[""Image"",""wea102""],[""Action"",""10"",""3""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""mage"",""56""],[""range"",""18""],[""buy"",""0""],[""sell"",""397800""],[""endurance"",""30""],[""maxprotect"",""150""],[""specialty"",[""aspeed"",""1000""],[""Wis"",""9""],[""Dex"",""4""],[""Attack"",""120"",""130""],[""Magic"",""160"",""240""],[""mp"",""200""],[""hit"",""68""]]]",bango-file,inititem.dat,2072
715,,G50,Knight,,Diamond Scaled Armor,50,,0,,,,2024,,Def116,"[""7"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""Knight"",""50""]",129000,24,"[""specialty"",[""Str"",""3""],[""Hth"",""2""],[""defense"",""44""],[""dodge"",""17""],[""absorb"",""5""]]","[""item"",[""name"",""2024""],[""Index"",""715""],[""Image"",""Def116""],[""Action"",""7"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""50""],[""buy"",""0""],[""sell"",""129000""],[""endurance"",""24""],[""specialty"",[""Str"",""3""],[""Hth"",""2""],[""defense"",""44""],[""dodge"",""17""],[""absorb"",""5""]]]",bango-file,inititem.dat,2075
716,,G50,Knight,,Diamond Scaled Helmet,48,,0,,,,2025,,Def117,"[""7"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""Knight"",""48""]",70950,14,"[""specialty"",[""Hth"",""1""],[""defense"",""42""],[""dodge"",""9""],[""absorb"",""2""]]","[""item"",[""name"",""2025""],[""Index"",""716""],[""Image"",""Def117""],[""Action"",""7"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""48""],[""buy"",""0""],[""sell"",""70950""],[""endurance"",""14""],[""specialty"",[""Hth"",""1""],[""defense"",""42""],[""dodge"",""9""],[""absorb"",""2""]]]",bango-file,inititem.dat,2078
717,,G50,Knight,,Diamond Scaled Gloves,46,,0,,,,2026,,Def118,"[""7"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""Knight"",""46""]",52890,10,"[""specialty"",[""Str"",""1""],[""defense"",""43""],[""dodge"",""6""],[""absorb"",""1""]]","[""item"",[""name"",""2026""],[""Index"",""717""],[""Image"",""Def118""],[""Action"",""7"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""46""],[""buy"",""0""],[""sell"",""52890""],[""endurance"",""10""],[""specialty"",[""Str"",""1""],[""defense"",""43""],[""dodge"",""6""],[""absorb"",""1""]]]",bango-file,inititem.dat,2081
718,,G50,Knight,,Diamond Scaled Shoes,47,,0,,,,2027,,Def119,"[""7"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""Knight"",""47""]",61920,12,"[""specialty"",[""Dex"",""1""],[""defense"",""32""],[""dodge"",""19""],[""absorb"",""2""]]","[""item"",[""name"",""2027""],[""Index"",""718""],[""Image"",""Def119""],[""Action"",""7"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""47""],[""buy"",""0""],[""sell"",""61920""],[""endurance"",""12""],[""specialty"",[""Dex"",""1""],[""defense"",""32""],[""dodge"",""19""],[""absorb"",""2""]]]",bango-file,inititem.dat,2084
719,,G50,Knight,,Diamond Scaled Shorts,49,,0,,,,2028,,Def120,"[""7"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""Knight"",""49""]",108360,20,"[""specialty"",[""Hth"",""1""],[""defense"",""28""],[""dodge"",""19""],[""absorb"",""3""]]","[""item"",[""name"",""2028""],[""Index"",""719""],[""Image"",""Def120""],[""Action"",""7"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""Knight"",""49""],[""buy"",""0""],[""sell"",""108360""],[""endurance"",""20""],[""specialty"",[""Hth"",""1""],[""defense"",""28""],[""dodge"",""19""],[""absorb"",""3""]]]",bango-file,inititem.dat,2087
720,,G50,Archer,,Diamond Armor,50,,0,,,,2029,,Def121,"[""7"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""archer"",""50""]",129000,24,"[""specialty"",[""Hth"",""2""],[""Dex"",""3""],[""defense"",""46""],[""dodge"",""16""],[""absorb"",""3""]]","[""item"",[""name"",""2029""],[""Index"",""720""],[""Image"",""Def121""],[""Action"",""7"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""50""],[""buy"",""0""],[""sell"",""129000""],[""endurance"",""24""],[""specialty"",[""Hth"",""2""],[""Dex"",""3""],[""defense"",""46""],[""dodge"",""16""],[""absorb"",""3""]]]",bango-file,inititem.dat,2090
721,,G50,Archer,,Diamond Helmet,48,,0,,,,2030,,Def122,"[""7"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""archer"",""48""]",70950,14,"[""specialty"",[""Hth"",""1""],[""defense"",""30""],[""dodge"",""10""],[""absorb"",""1""]]","[""item"",[""name"",""2030""],[""Index"",""721""],[""Image"",""Def122""],[""Action"",""7"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""48""],[""buy"",""0""],[""sell"",""70950""],[""endurance"",""14""],[""specialty"",[""Hth"",""1""],[""defense"",""30""],[""dodge"",""10""],[""absorb"",""1""]]]",bango-file,inititem.dat,2093
722,,G50,Archer,,Diamond Gloves,46,,0,,,,2031,,Def123,"[""7"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""archer"",""46""]",52890,10,"[""specialty"",[""Str"",""1""],[""defense"",""28""],[""dodge"",""9""],[""absorb"",""1""]]","[""item"",[""name"",""2031""],[""Index"",""722""],[""Image"",""Def123""],[""Action"",""7"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""46""],[""buy"",""0""],[""sell"",""52890""],[""endurance"",""10""],[""specialty"",[""Str"",""1""],[""defense"",""28""],[""dodge"",""9""],[""absorb"",""1""]]]",bango-file,inititem.dat,2096
723,,G50,Archer,,Diamond Shoes,47,,0,,,,2032,,Def124,"[""7"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""archer"",""47""]",61920,12,"[""specialty"",[""Dex"",""1""],[""defense"",""28""],[""dodge"",""26""],[""absorb"",""1""]]","[""item"",[""name"",""2032""],[""Index"",""723""],[""Image"",""Def124""],[""Action"",""7"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""47""],[""buy"",""0""],[""sell"",""61920""],[""endurance"",""12""],[""specialty"",[""Dex"",""1""],[""defense"",""28""],[""dodge"",""26""],[""absorb"",""1""]]]",bango-file,inititem.dat,2099
724,,G50,Archer,,Diamond Shorts,49,,0,,,,2033,,Def125,"[""7"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""archer"",""49""]",108360,20,"[""specialty"",[""Hth"",""1""],[""defense"",""19""],[""dodge"",""32""],[""absorb"",""1""]]","[""item"",[""name"",""2033""],[""Index"",""724""],[""Image"",""Def125""],[""Action"",""7"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""archer"",""49""],[""buy"",""0""],[""sell"",""108360""],[""endurance"",""20""],[""specialty"",[""Hth"",""1""],[""defense"",""19""],[""dodge"",""32""],[""absorb"",""1""]]]",bango-file,inititem.dat,2102
725,,G50,Mage,,White DaeChangEau,50,,0,,,,2034,,Def126,"[""7"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""mage"",""50""]",129000,24,"[""specialty"",[""Hth"",""2""],[""Int"",""3""],[""defense"",""29""],[""dodge"",""23""],[""resistfire"",""6""],[""resistice"",""6""],[""resistlitning"",""6""],[""resistcurse"",""3""],[""resistpalsy"",""3""]]","[""item"",[""name"",""2034""],[""Index"",""725""],[""Image"",""Def126""],[""Action"",""7"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""mage"",""50""],[""buy"",""0""],[""sell"",""129000""],[""endurance"",""24""],[""specialty"",[""Hth"",""2""],[""Int"",""3""],[""defense"",""29""],[""dodge"",""23""],[""resistfire"",""6""],[""resistice"",""6""],[""resistlitning"",""6""],[""resistcurse"",""3""],[""resistpalsy"",""3""]]]",bango-file,inititem.dat,2105
726,,G50,Mage,,White DaeChangEau Hair Decoration,48,,0,,,,2035,,Def127,"[""7"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""mage"",""48""]",70950,14,"[""specialty"",[""Hth"",""1""],[""defense"",""23""],[""dodge"",""12""],[""resistfire"",""5""],[""resistice"",""5""],[""resistlitning"",""5""],[""resistcurse"",""2""],[""resistpalsy"",""2""]]","[""item"",[""name"",""2035""],[""Index"",""726""],[""Image"",""Def127""],[""Action"",""7"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""50""],[""wear"",""1""],[""limit"",""mage"",""48""],[""buy"",""0""],[""sell"",""70950""],[""endurance"",""14""],[""specialty"",[""Hth"",""1""],[""defense"",""23""],[""dodge"",""12""],[""resistfire"",""5""],[""resistice"",""5""],[""resistlitning"",""5""],[""resistcurse"",""2""],[""resistpalsy"",""2""]]]",bango-file,inititem.dat,2108
