pre_azon,pre_name,pre_rev,pre_grd,bango_level,bango_sell,bango_stats_json,bango_record_json,provenance,source_file,source_line
3160,<unresolved prefixname:3160>,,,0,1,"[[""Hth"",""6""],[""hp"",""220""]]","[""prefix"",[""index"",""3160""],[""level"",""0""],[""sell"",""1""],[""Hth"",""6""],[""hp"",""220""]]",bango-file,prefix.dat,745
3161,<unresolved prefixname:3161>,,,0,1,"[[""hp"",""366""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]","[""prefix"",[""index"",""3161""],[""level"",""0""],[""sell"",""1""],[""hp"",""366""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]",bango-file,prefix.dat,747
3162,<unresolved prefixname:3162>,,,0,1,"[[""mp"",""170""],[""int"",""10""]]","[""prefix"",[""index"",""3162""],[""level"",""0""],[""sell"",""1""],[""mp"",""170""],[""int"",""10""]]",bango-file,prefix.dat,748
3163,<unresolved prefixname:3163>,,,0,1,"[[""str"",""10""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]","[""prefix"",[""index"",""3163""],[""level"",""0""],[""sell"",""1""],[""str"",""10""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]",bango-file,prefix.dat,749
3164,<unresolved prefixname:3164>,,,0,1,"[[""str"",""10""],[""Hth"",""10""]]","[""prefix"",[""index"",""3164""],[""level"",""0""],[""sell"",""1""],[""str"",""10""],[""Hth"",""10""]]",bango-file,prefix.dat,750
3165,<unresolved prefixname:3165>,,,0,1,"[[""dex"",""10""],[""str"",""10""]]","[""prefix"",[""index"",""3165""],[""level"",""0""],[""sell"",""1""],[""dex"",""10""],[""str"",""10""]]",bango-file,prefix.dat,751
3166,<unresolved prefixname:3166>,,,0,1,"[[""int"",""10""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]","[""prefix"",[""index"",""3166""],[""level"",""0""],[""sell"",""1""],[""int"",""10""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]",bango-file,prefix.dat,752
3167,<unresolved prefixname:3167>,,,0,1,"[[""wis"",""10""],[""int"",""10""]]","[""prefix"",[""index"",""3167""],[""level"",""0""],[""sell"",""1""],[""wis"",""10""],[""int"",""10""]]",bango-file,prefix.dat,753
3168,<unresolved prefixname:3168>,,,0,1,"[[""Hth"",""10""],[""hp"",""366""]]","[""prefix"",[""index"",""3168""],[""level"",""0""],[""sell"",""1""],[""Hth"",""10""],[""hp"",""366""]]",bango-file,prefix.dat,754
3169,<unresolved prefixname:3169>,,,0,1,"[[""hp"",""576""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]","[""prefix"",[""index"",""3169""],[""level"",""0""],[""sell"",""1""],[""hp"",""576""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]",bango-file,prefix.dat,756
3170,<unresolved prefixname:3170>,,,0,1,"[[""mp"",""288""],[""int"",""16""]]","[""prefix"",[""index"",""3170""],[""level"",""0""],[""sell"",""1""],[""mp"",""288""],[""int"",""16""]]",bango-file,prefix.dat,757
3171,<unresolved prefixname:3171>,,,0,1,"[[""str"",""16""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]","[""prefix"",[""index"",""3171""],[""level"",""0""],[""sell"",""1""],[""str"",""16""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]",bango-file,prefix.dat,758
3172,<unresolved prefixname:3172>,,,0,1,"[[""str"",""16""],[""Hth"",""16""]]","[""prefix"",[""index"",""3172""],[""level"",""0""],[""sell"",""1""],[""str"",""16""],[""Hth"",""16""]]",bango-file,prefix.dat,759
3173,<unresolved prefixname:3173>,,,0,1,"[[""dex"",""16""],[""str"",""16""]]","[""prefix"",[""index"",""3173""],[""level"",""0""],[""sell"",""1""],[""dex"",""16""],[""str"",""16""]]",bango-file,prefix.dat,760
3174,<unresolved prefixname:3174>,,,0,1,"[[""int"",""16""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]","[""prefix"",[""index"",""3174""],[""level"",""0""],[""sell"",""1""],[""int"",""16""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]",bango-file,prefix.dat,761
3175,<unresolved prefixname:3175>,,,0,1,"[[""wis"",""16""],[""int"",""16""]]","[""prefix"",[""index"",""3175""],[""level"",""0""],[""sell"",""1""],[""wis"",""16""],[""int"",""16""]]",bango-file,prefix.dat,762
3176,<unresolved prefixname:3176>,,,0,1,"[[""Hth"",""16""],[""hp"",""576""]]","[""prefix"",[""index"",""3176""],[""level"",""0""],[""sell"",""1""],[""Hth"",""16""],[""hp"",""576""]]",bango-file,prefix.dat,763
3177,<unresolved prefixname:3177>,,,0,1,"[[""hp"",""1200""]]","[""prefix"",[""index"",""3177""],[""level"",""0""],[""sell"",""1""],[""hp"",""1200""]]",bango-file,prefix.dat,765
3178,<unresolved prefixname:3178>,,,0,1,"[[""mp"",""600""]]","[""prefix"",[""index"",""3178""],[""level"",""0""],[""sell"",""1""],[""mp"",""600""]]",bango-file,prefix.dat,766
3179,<unresolved prefixname:3179>,,,0,1,"[[""attack"",""192"",""192""],[""magic"",""192"",""192""]]","[""prefix"",[""index"",""3179""],[""level"",""0""],[""sell"",""1""],[""attack"",""192"",""192""],[""magic"",""192"",""192""]]",bango-file,prefix.dat,767
3180,<unresolved prefixname:3180>,,,0,1,"[[""str"",""30""]]","[""prefix"",[""index"",""3180""],[""level"",""0""],[""sell"",""1""],[""str"",""30""]]",bango-file,prefix.dat,768
3181,<unresolved prefixname:3181>,,,0,1,"[[""dex"",""30""]]","[""prefix"",[""index"",""3181""],[""level"",""0""],[""sell"",""1""],[""dex"",""30""]]",bango-file,prefix.dat,769
3182,<unresolved prefixname:3182>,,,0,1,"[[""int"",""30""]]","[""prefix"",[""index"",""3182""],[""level"",""0""],[""sell"",""1""],[""int"",""30""]]",bango-file,prefix.dat,770
3183,<unresolved prefixname:3183>,,,0,1,"[[""wis"",""30""]]","[""prefix"",[""index"",""3183""],[""level"",""0""],[""sell"",""1""],[""wis"",""30""]]",bango-file,prefix.dat,771
3184,<unresolved prefixname:3184>,,,0,1,"[[""Hth"",""30""]]","[""prefix"",[""index"",""3184""],[""level"",""0""],[""sell"",""1""],[""Hth"",""30""]]",bango-file,prefix.dat,772
